Tipo di attività,Data,Preferita,Titolo,Distanza,Calorie,Tempo,FC Media,FC max,TE aerobico,Cadenza di corsa media,Cadenza di corsa max,Passo medio,Passo migliore,Ascesa totale,Discesa totale,Lunghezza media passo,GAP medio,Normalized Power® (NP®),Training Stress Score®,Potenza media,Potenza max,Passi,Decompressione,Tempo Lap migliore,Numero di Lap,Tempo in movimento,Tempo trascorso,Quota minima,Quota massima
Corsa,2025-02-13 18:05:40,false,"Castellammare di Stabia Corsa","5.02","349","00:29:20","151","173","3.1","164","170","5:51","5:25","2","2","1.04","5:46","297","0.0","294","324","4,806","No","00:00:06.3","6","00:29:14","00:29:20","8","10"
Corsa,2025-02-12 17:25:51,false,"Castellammare di Stabia - Base","6.31","443","00:37:06","156","176","3.3","164","170","5:53","5:15","5","10","1.04","5:51","295","0.0","293","349","6,088","No","00:00:06.1","8","00:36:58","00:37:06","3","8"
Corsa,2025-02-11 17:12:43,false,"Castellammare di Stabia - Base","6.78","479","00:39:07","162","184","3.6","163","170","5:46","5:03","4","7","1.07","5:50","296","0.0","293","355","6,430","No","00:00:06.5","8","00:38:29","00:39:17","3","8"
Corsa,2025-02-10 16:43:45,false,"Castellammare di Stabia - Recupero","5.01","386","00:29:28","170","185","3.6","164","172","5:53","4:20","4","6","1.03","5:29","290","0.0","287","399","4,838","No","00:01:28.2","6","00:29:26","00:29:28","6","10"
Corsa,2025-02-07 18:19:26,false,"Castellammare di Stabia Corsa","5.01","358","00:31:06","151","181","3.0","164","179","6:12","4:31","1","1","0.98","6:11","276","0.0","274","404","5,116","No","00:00:04.8","6","00:30:58","00:31:06","8","11"
Corsa,2025-02-06 18:08:17,false,"Castellammare di Stabia - Recupero","5.03","374","00:28:02","177","189","3.6","166","174","5:35","4:52","5","4","1.08","5:33","308","0.0","305","363","4,644","No","00:00:02.1","7","00:27:58","00:28:04","8","13"
Corsa,2025-02-05 17:25:59,false,"Castellammare di Stabia - Base","6.84","496","00:39:21","164","188","3.7","166","176","5:45","4:07","7","5","1.05","5:44","297","0.0","295","443","6,554","No","00:00:21.0","8","00:39:10","00:39:21","5","11"
Corsa,2025-02-04 17:22:03,false,"Castellammare di Stabia - Base","6.71","514","00:39:09","172","184","3.9","165","170","5:50","4:56","--","4","1.04","5:42","289","0.0","287","377","6,468","No","00:00:08.7","8","00:39:01","00:39:09","7","13"
Corsa,2025-02-03 18:02:29,false,"Castellammare di Stabia - Base","5.74","426","00:34:08","164","182","3.4","161","168","5:57","5:24","1","4","1.04","6:04","285","0.0","283","326","5,512","No","00:00:08.4","7","00:33:57","00:34:08","7","12"
Corsa,2025-01-31 18:13:25,false,"Castellammare di Stabia - Recupero","5.01","351","00:27:26","166","192","3.4","166","181","5:28","4:47","1","4","1.10","5:29","312","0.0","310","376","4,552","No","00:00:03.6","6","00:27:21","00:27:26","20","26"
Corsa,2025-01-30 18:10:56,false,"Castellammare di Stabia - Base","7.02","486","00:39:08","157","189","3.6","166","174","5:35","5:01","--","9","1.08","5:36","303","0.0","302","344","6,496","No","00:00:07.8","8","00:39:05","00:39:08","10","20"
Corsa,2025-01-29 18:20:29,false,"Castellammare di Stabia - Base","5.01","365","00:28:14","165","185","3.5","165","175","5:38","4:39","7","5","1.08","5:36","305","0.0","304","398","4,644","No","00:00:03.8","6","00:28:12","00:28:14","10","15"
Corsa,2025-01-28 17:49:53,false,"Castellammare di Stabia - Base","6.02","436","00:36:21","159","185","3.4","163","181","6:03","4:59","3","8","1.02","5:55","281","0.0","278","342","5,920","No","00:00:21.4","7","00:36:09","00:36:21","6","12"
Corsa,2025-01-27 17:55:58,false,"Castellammare di Stabia - Base","5.06","399","00:32:11","162","183","3.4","155","167","6:22","3:49","4","2","1.01","6:23","283","0.0","272","464","5,054","No","00:00:22.3","6","00:31:49","00:32:11","10","15"
Corsa,2025-01-24 17:02:58,false,"Castellammare di Stabia - Base","7.05","515","00:41:54","164","187","3.6","162","167","5:56","4:29","4","8","1.04","5:57","290","0.0","286","401","6,794","No","00:00:17.6","8","00:41:34","00:41:54","8","15"
Corsa,2025-01-23 17:54:57,false,"Base","6.02","458","00:35:00","167","183","3.9","162","169","5:49","3:45","1","3","1.06","--","291","0.0","290","466","5,688","No","00:00:05.5","7","00:34:47","00:35:00","-20","-17"
Corsa,2025-01-22 18:04:04,false,"Castellammare di Stabia - Base","5.80","434","00:36:10","159","183","3.5","160","228","6:14","4:06","3","7","1.00","5:55","286","0.0","275","432","5,834","No","00:00:09.6","7","00:35:58","00:36:10","3","7"
Corsa,2025-01-21 11:30:47,false,"Base","4.91","358","00:31:06","151","184","3.1","165","174","6:20","3:06","2","2","0.96","--","266","0.0","264","493","5,148","No","00:00:05.5","6","00:30:54","00:31:06","-16","-13"
Corsa,2025-01-19 17:52:07,false,"Castellammare di Stabia - Base","5.01","379","00:32:58","161","179","3.1","161","170","6:35","5:17","3","4","0.94","6:33","269","0.0","259","339","5,320","No","00:00:03.0","6","00:32:55","00:32:58","11","14"
Corsa,2025-01-17 17:08:31,false,"Castellammare di Stabia - Sprint","5.88","447","00:40:14","157","176","3.1","150","214","6:51","2:36","37","34","0.98","6:47","265","0.0","239","659","6,254","No","00:00:10","17","00:39:52","00:40:14","2","15"
Corsa,2025-01-15 17:51:25,false,"Base","3.71","297","00:22:57","164","184","3.3","165","175","6:12","2:57","2","6","0.98","--","270","0.0","268","531","3,814","No","00:04:21.0","4","00:22:36","00:22:57","-16","-11"
Corsa,2025-01-14 17:11:21,false,"Castellammare di Stabia - Base","4.95","362","00:30:24","159","185","3.1","164","175","6:08","5:10","16","17","0.99","6:11","277","0.0","273","346","5,034","No","00:00:24.3","6","00:29:55","00:30:25","1","6"
Corsa,2025-01-10 17:13:05,false,"Castellammare di Stabia - Base","7.45","548","00:44:16","162","187","3.7","165","174","5:57","4:51","5","10","1.02","5:59","286","0.0","283","357","7,286","No","00:00:16.1","9","00:43:47","00:44:16","4","10"
Corsa,2025-01-09 17:12:07,false,"Castellammare di Stabia - Base","4.85","383","00:30:21","166","178","3.4","164","170","6:16","5:32","4","4","0.97","6:11","281","0.0","278","371","4,984","No","00:00:20.6","6","00:30:13","00:30:21","4","7"
Corsa,2025-01-08 16:51:05,false,"Castellammare di Stabia - Base","4.88","369","00:30:11","163","181","3.3","163","174","6:11","4:51","2","1","0.99","6:15","276","0.0","274","360","4,914","No","00:00:11.3","6","00:30:07","00:30:11","-7","-3"
Corsa,2025-01-06 10:46:39,false,"Castellammare di Stabia - Base","5.01","373","00:30:12","163","187","3.6","162","170","6:01","5:05","4","--","1.03","5:48","289","0.0","283","358","4,936","No","00:00:11.5","6","00:29:47","00:30:12","7","13"
Corsa,2025-01-03 10:02:26,false,"Castellammare di Stabia - Base","5.04","369","00:30:02","161","185","3.5","166","177","5:57","4:43","12","22","1.02","6:05","300","0.0","292","422","4,978","No","00:00:02.1","7","00:29:48","00:30:05","10","23"
Corsa,2025-01-01 10:04:16,false,"Castellammare di Stabia Corsa","5.01","357","00:30:38","153","171","3.2","166","172","6:07","4:47","--","3","0.99","6:11","277","0.0","273","371","5,084","No","00:00:07.3","6","00:30:26","00:30:38","13","18"
Corsa,2024-12-31 09:56:53,false,"Castellammare di Stabia - Base","5.03","364","00:30:02","160","187","3.4","165","181","5:59","4:28","4","4","1.01","5:57","288","0.0","283","431","4,974","No","00:00:02.3","7","00:29:54","00:30:02","13","18"
Corsa,2024-12-30 09:52:49,false,"Castellammare di Stabia - Base","5.11","382","00:30:06","169","182","3.6","162","170","5:53","1:46","--","4","1.05","5:53","295","0.0","288","954","4,882","No","00:00:06.0","7","00:30:01","00:30:06","11","17"
Corsa,2024-12-28 17:17:15,false,"Castellammare di Stabia Corsa","5.27","396","00:32:55","165","180","3.4","165","172","6:15","4:27","4","5","0.97","6:18","272","0.0","268","403","5,412","No","00:01:37.8","6","00:32:44","00:33:02","8","13"
Corsa,2024-12-27 09:48:05,false,"Castellammare di Stabia Corsa","6.01","440","00:36:24","160","185","3.5","166","172","6:03","5:20","9","14","0.99","6:06","283","0.0","281","325","6,062","No","00:00:03.1","7","00:36:16","00:36:24","15","23"
Corsa,2024-12-26 10:23:30,false,"Castellammare di Stabia - Recupero","3.52","269","00:22:13","167","184","3.1","164","170","6:19","5:31","10","11","0.97","6:20","281","0.0","272","346","3,666","No","00:00:12.7","5","00:22:01","00:22:13","9","15"
Corsa,2024-12-25 09:46:04,false,"Castellammare di Stabia - Base","3.55","255","00:22:45","144","173","2.9","162","172","6:24","5:41","5","16","0.96","6:21","279","0.0","270","360","3,712","No","00:03:41.5","4","00:22:39","00:22:45","11","23"
Corsa,2024-12-24 09:27:15,false,"Castellammare di Stabia - Base","6.09","438","00:37:03","152","181","3.3","165","174","6:05","5:12","11","18","0.99","6:04","292","0.0","286","369","6,090","No","00:00:03.1","8","00:37:01","00:37:03","14","23"
Corsa,2024-12-23 12:09:28,false,"Castellammare di Stabia Corsa","5.01","367","00:32:51","151","186","3.1","162","184","6:34","3:45","7","8","0.94","6:40","264","0.0","258","485","5,338","No","00:00:02.1","6","00:32:24","00:33:20","15","23"
Corsa,2024-12-18 18:25:51,false,"Castellammare di Stabia Corsa","3.06","241","00:21:01","167","182","2.8","161","167","6:52","4:47","1","7","0.91","6:54","250","0.0","248","386","3,370","No","00:00:33.7","4","00:21:01","00:21:06","4","12"
Corsa,2024-12-17 17:32:44,false,"Castellammare di Stabia - Gara di riferimento","5.02","384","00:36:01","152","178","3.0","156","165","7:10","6:10","2","7","0.90","7:11","243","0.0","234","277","5,694","No","00:02:00","7","00:35:45","00:36:01","11","17"
Corsa,2024-12-16 16:48:07,false,"Castellammare di Stabia - Base","2.95","254","00:23:57","157","176","2.6","147","167","8:08","6:16","3","3","0.84","8:25","211","0.0","192","290","3,588","No","00:00:08.8","4","00:23:44","00:23:57","4","7"
Corsa,2024-11-22 17:45:50,false,"Castellammare di Stabia - Base","5.50","403","00:33:02","158","175","3.4","163","169","6:00","5:24","26","35","1.02","5:58","294","0.0","287","413","5,364","No","00:00:02.2","7","00:32:48","00:33:02","4","17"
Corsa,2024-11-21 16:16:02,false,"Castellammare di Stabia Corsa","3.28","230","00:18:16","165","182","3.0","167","181","5:34","4:31","2","5","1.08","5:51","305","0.0","297","404","3,042","No","00:01:26.6","4","00:18:09","00:18:18","2","5"
Corsa,2024-11-19 17:54:54,false,"Castellammare di Stabia Corsa","5.02","373","00:29:16","165","194","3.5","162","172","5:50","4:52","21","18","1.06","5:48","301","0.0","296","380","4,784","No","00:00:08.8","6","00:29:04","00:29:40","2","14"
Corsa,2024-11-18 17:01:22,false,"Castellammare di Stabia - Base","4.33","304","00:27:19","145","175","2.9","160","170","6:19","5:08","8","5","0.99","6:18","276","0.0","265","347","4,386","No","00:02:09.5","5","00:27:03","00:34:15","-6","1"
Corsa,2024-11-15 17:47:02,false,"Castellammare di Stabia - Base","6.94","511","00:42:02","159","185","3.6","162","172","6:04","5:20","10","11","1.02","6:02","288","0.0","282","327","6,824","No","00:00:02.3","8","00:41:59","00:42:02","-1","6"
Corsa,2024-11-13 16:44:06,false,"Castellammare di Stabia Corsa","3.14","232","00:19:16","164","175","2.9","163","172","6:09","5:12","8","5","1.00","6:09","287","0.0","276","358","3,150","No","00:01:09.4","4","00:19:12","00:19:16","14","22"
Corsa,2024-11-12 18:27:06,false,"Castellammare di Stabia Corsa","3.02","211","00:16:21","162","183","3.0","165","174","5:24","4:34","6","4","1.12","5:22","324","0.0","319","373","2,710","No","00:00:10.4","4","00:16:19","00:16:21","-6","0"
Corsa,2024-11-11 17:31:57,false,"Castellammare di Stabia Corsa","3.03","213","00:17:19","156","172","3.0","167","174","5:43","4:45","1","4","1.05","5:46","297","0.0","293","381","2,880","No","00:00:12.1","4","00:17:12","00:17:19","4","8"
Corsa,2024-11-08 18:18:17,false,"Castellammare di Stabia Corsa","5.02","372","00:31:33","159","179","3.2","164","174","6:17","5:20","3","4","0.97","6:18","272","0.0","269","321","5,180","No","00:00:07.8","6","00:31:29","00:31:33","5","10"
Corsa,2024-11-07 18:15:18,false,"Castellammare di Stabia Corsa","0.42","26","00:02:52.6","114","134","0.4","154","170","6:52","5:16","--","2","0.95","6:42","255","0.0","239","339","460","No","00:02:52.6","1","00:02:49","00:02:52.6","6","9"
Corsa,2024-11-06 18:12:35,false,"Castellammare di Stabia Corsa","3.00","196","00:16:26","144","181","2.7","168","185","5:28","4:10","1","3","1.09","5:27","313","0.0","307","443","2,754","No","00:00:03.2","4","00:16:14","00:16:26","4","8"
Corsa,2024-11-05 18:39:37,false,"Castellammare di Stabia Corsa","3.02","208","00:17:16","146","160","2.7","167","174","5:43","5:11","3","2","1.05","5:43","299","0.0","296","341","2,878","No","00:00:09.5","4","00:17:14","00:17:16","3","7"
Corsa,2024-11-01 17:48:09,false,"Castellammare di Stabia - Recupero","4.02","301","00:26:03","154","182","2.9","165","172","6:29","5:12","4","7","0.94","6:26","267","0.0","264","344","4,264","No","00:00:02.6","6","00:25:56","00:26:39","11","15"
Corsa,2024-10-31 18:21:45,false,"Castellammare di Stabia Corsa","3.02","212","00:17:07","154","165","2.9","167","174","5:40","5:02","1","8","1.06","5:44","304","0.0","296","517","2,866","No","00:00:05.5","4","00:17:02","00:17:07","4","12"
Corsa,2024-10-30 18:23:12,false,"Castellammare di Stabia Corsa","5.02","368","00:31:13","152","188","3.2","166","174","6:13","5:23","5","6","0.97","6:12","277","0.0","272","324","5,212","No","00:00:12.4","6","00:30:51","00:31:13","1","7"
Corsa,2024-10-29 17:16:30,false,"Castellammare di Stabia Corsa","5.00","371","00:30:31","162","182","3.3","165","183","6:06","4:13","8","8","0.99","6:13","281","0.0","276","434","5,032","No","00:00:03.6","6","00:30:11","00:30:31","12","19"
Corsa,2024-10-28 18:32:20,false,"Castellammare di Stabia Corsa","5.01","366","00:32:38","148","177","3.1","163","182","6:31","4:37","5","6","0.95","6:31","266","0.0","260","376","5,318","No","00:00:06.0","6","00:32:30","00:32:38","4","7"
Corsa,2024-10-25 17:26:07,false,"Castellammare di Stabia - Anaerobico","5.59","409","00:36:16","148","174","3.2","166","183","6:29","4:46","2","6","0.92","6:33","265","0.0","259","380","6,010","No","00:00:01.5","16","00:36:01","00:36:16","9","14"
Corsa,2024-10-24 17:39:09,false,"Castellammare di Stabia - Soglia","5.00","369","00:31:41","149","163","3.1","166","174","6:20","4:57","6","4","0.95","6:22","270","0.0","266","369","5,284","No","00:00:00.5","7","00:31:31","00:31:44","16","20"
Corsa,2024-10-23 18:24:35,false,"Castellammare di Stabia Corsa","5.00","359","00:33:58","144","163","2.8","164","175","6:47","5:52","--","10","0.90","6:49","254","0.0","249","298","5,580","No","00:00:02.9","6","00:33:42","00:33:58","6","17"
Corsa,2024-10-21 18:04:36,false,"Castellammare di Stabia Corsa","6.03","428","00:39:51","149","163","2.9","164","174","6:37","5:04","5","11","0.92","6:47","254","0.0","251","340","6,548","No","00:00:12.1","7","00:39:45","00:39:51","14","24"
Corsa,2024-10-17 18:33:58,false,"Castellammare di Stabia Corsa","3.02","213","00:19:40","145","166","2.4","162","222","6:31","2:58","2","4","0.95","6:27","275","0.0","260","558","3,194","No","00:00:11.6","4","00:19:40","00:19:40","7","11"
Corsa,2024-10-16 19:17:37,false,"Castellammare di Stabia Corsa","3.26","231","00:18:58","157","177","2.8","165","222","5:50","2:57","4","5","1.04","5:49","297","0.0","288","548","3,150","No","00:01:35.1","4","00:18:53","00:18:58","12","16"
Corsa,2024-10-15 16:50:34,false,"Castellammare di Stabia - Recupero","3.72","265","00:26:19","149","163","2.4","158","170","7:04","5:37","3","7","0.90","7:12","247","0.0","235","313","4,196","No","00:00:18.8","5","00:26:15","00:42:36","7","23"
Corsa,2024-10-14 17:54:10,false,"Castellammare di Stabia Corsa","4.01","294","00:24:32","155","169","3.1","167","182","6:07","4:32","--","9","0.98","6:06","282","0.0","279","412","4,090","No","00:00:05.0","5","00:24:25","00:24:32","15","25"
Corsa,2024-10-13 09:29:49,false,"Castellammare di Stabia Corsa","7.02","507","00:41:24","156","190","3.8","169","177","5:54","5:06","4","5","1.00","5:55","288","0.0","285","340","7,004","No","00:00:06.1","8","00:41:08","00:41:24","19","26"
Corsa,2024-10-11 17:57:41,false,"Castellammare di Stabia Corsa","4.21","304","00:24:54","152","167","3.2","168","175","5:55","4:42","4","12","1.00","5:55","292","0.0","288","425","4,198","No","00:01:15.6","5","00:24:45","00:24:54","8","16"
Corsa,2024-10-10 17:37:26,false,"Castellammare di Stabia - Base","3.24","206","00:19:49","126","144","2.3","167","174","6:08","5:20","7","6","0.98","6:10","290","0.0","285","346","3,300","No","00:01:24.3","4","00:19:47","00:19:49","18","21"
Corsa,2024-10-09 18:25:10,false,"Castellammare di Stabia Corsa","3.02","216","00:17:38","154","186","3.0","165","176","5:50","4:24","5","3","1.04","5:51","305","0.0","296","437","2,940","No","00:00:09.8","4","00:17:24","00:17:49","13","17"
Corsa,2024-10-07 18:42:19,false,"Castellammare di Stabia Corsa","3.00","222","00:21:02","149","155","2.3","162","168","7:00","6:21","2","3","0.88","6:59","249","0.0","246","270","3,404","No","00:00:02.0","4","00:21:01","00:21:13","17","20"
Corsa,2024-10-05 10:39:15,false,"Castellammare di Stabia Corsa","5.03","362","00:32:29","148","161","3.0","166","175","6:27","3:47","6","5","0.93","6:34","264","0.0","258","504","5,370","No","00:00:17.7","6","00:32:13","00:32:39","12","20"
Corsa,2024-10-04 17:11:24,false,"Castellammare di Stabia Corsa","2.30","166","00:15:17","149","160","2.3","163","170","6:39","5:34","2","8","0.92","6:42","264","0.0","256","346","2,504","No","00:02:06.1","3","00:15:16","00:15:17","19","26"
Corsa,2024-10-02 18:30:04,false,"Castellammare di Stabia - Soglia","5.30","396","00:32:49","159","186","3.4","162","190","6:11","3:38","6","5","0.99","6:10","290","0.0","274","561","5,370","No","00:00:05.3","11","00:32:41","00:32:56","18","24"
Corsa,2024-09-30 18:27:37,false,"Castellammare di Stabia - Base","4.73","348","00:30:18","152","166","3.0","166","174","6:24","5:39","--","8","0.94","6:28","267","0.0","264","345","5,044","No","00:00:17.8","6","00:30:11","00:30:18","13","23"
Corsa,2024-09-29 09:26:44,false,"Castellammare di Stabia - Base","7.79","569","00:54:02","149","171","3.1","160","172","6:56","5:51","11","9","0.90","6:58","250","0.0","243","290","8,760","No","00:00:01.6","9","00:53:02","00:57:10","12","21"
Corsa,2024-09-27 17:24:51,false,"Castellammare di Stabia Corsa","3.04","218","00:21:05","147","165","2.3","163","170","6:56","5:57","1","8","0.89","6:58","253","0.0","248","295","3,440","No","00:00:24.5","4","00:21:02","00:21:05","14","21"
Corsa,2024-09-26 18:31:21,false,"Castellammare di Stabia - Base","4.37","321","00:30:04","147","160","2.7","162","168","6:52","5:33","2","8","0.90","6:51","256","0.0","253","322","4,864","No","00:00:03.5","6","00:29:58","00:30:04","15","21"
Corsa,2024-09-25 18:15:00,false,"Castellammare di Stabia - Sprint","5.80","408","00:42:01","142","164","2.8","149","207","7:15","2:39","10","12","0.94","7:16","249","0.0","224","666","6,396","No","00:00:11.4","17","00:41:50","00:42:01","15","23"
Corsa,2024-09-23 18:15:40,false,"Castellammare di Stabia - Base","5.00","362","00:30:32","153","180","3.2","164","174","6:06","5:02","4","5","1.00","6:10","281","0.0","277","369","5,016","No","00:00:32.1","6","00:30:20","00:31:40","13","18"
Corsa,2024-09-22 10:36:17,false,"Castellammare di Stabia - Base","6.26","457","00:40:03","151","173","3.3","163","236","6:24","5:26","2","2","0.96","6:28","268","0.0","261","323","6,528","No","00:00:02.6","8","00:39:58","00:40:03","14","17"
Corsa,2024-09-20 17:57:28,false,"Castellammare di Stabia - Anaerobico","6.38","469","00:42:03","156","189","3.3","161","203","6:35","2:37","7","15","0.94","6:39","268","0.0","256","642","6,780","No","00:00:02.5","15","00:41:52","00:42:27","8","18"
Corsa,2024-09-18 18:08:38,false,"Castellammare di Stabia - Base","5.31","386","00:35:03","147","157","3.1","160","172","6:36","5:50","5","4","0.95","6:35","268","0.0","257","313","5,656","No","00:00:03.3","7","00:34:48","00:35:03","11","17"
Corsa,2024-09-13 17:56:22,false,"Castellammare di Stabia - Recupero","3.20","216","00:20:19","137","164","2.5","166","200","6:21","3:10","41","46","0.95","6:24","289","0.0","272","529","3,372","No","00:02:23.7","4","00:19:50","00:28:23","7","21"
Corsa,2024-09-12 17:33:50,false,"Castellammare di Stabia - Base","4.74","342","00:30:02","155","182","3.1","164","223","6:21","2:56","5","12","0.96","6:25","275","0.0","270","586","4,948","No","00:00:02.5","6","00:29:53","00:31:52","20","29"
Corsa,2024-09-11 18:37:54,false,"Castellammare di Stabia - Base","7.05","532","00:45:44","159","188","3.4","164","177","6:29","5:21","11","14","0.94","6:31","267","0.0","263","330","7,536","No","00:00:19.2","8","00:45:38","00:45:44","14","20"
Corsa,2024-09-10 18:52:02,false,"Castellammare di Stabia Corsa","3.01","230","00:18:39","160","185","3.0","166","187","6:11","4:12","1","4","0.97","6:17","272","0.0","267","428","3,110","No","00:00:05.3","4","00:18:27","00:18:58","15","21"
Corsa,2024-09-09 17:49:29,false,"Castellammare di Stabia - Sprint","4.65","309","00:37:35","132","160","2.3","136","234","8:05","2:39","33","39","0.93","8:08","231","0.0","189","656","5,444","No","00:00:10","18","00:37:11","01:20:21","16","37"
Corsa,2024-09-05 09:12:26,false,"Castellammare di Stabia Corsa","3.02","218","00:22:35","142","162","2.2","151","175","7:29","5:23","2","1","0.89","7:28","237","0.0","217","323","3,554","No","00:00:13.4","4","00:22:18","00:28:24","14","17"
Corsa,2024-09-04 09:12:39,false,"Castellammare di Stabia - Recupero","3.04","225","00:20:40","151","161","2.5","163","172","6:48","6:01","1","3","0.90","6:49","253","0.0","247","284","3,378","No","00:00:27.2","4","00:20:38","00:20:40","16","20"
Corsa,2024-09-03 09:04:02,false,"Castellammare di Stabia - Sprint","5.98","491","00:47:23","155","189","3.1","142","214","7:55","2:38","10","10","0.95","8:02","222","0.0","193","651","7,092","No","00:00:03.5","20","00:46:53","00:49:12","11","16"
Corsa,2024-09-02 09:03:38,false,"Castellammare di Stabia - Base","4.78","366","00:33:53","155","183","2.8","161","177","7:05","5:46","10","4","0.88","7:04","244","0.0","235","293","5,542","No","00:05:22.7","5","00:33:39","00:41:24","3","13"
Corsa,2024-08-31 08:45:51,false,"Castellammare di Stabia - Base","4.79","348","00:32:41","140","186","2.9","163","175","6:50","5:34","6","4","0.90","6:51","252","0.0","246","316","5,366","No","00:05:01.0","5","00:32:20","00:35:58","2","11"
Corsa,2024-08-27 09:11:49,false,"Castellammare di Stabia - Base","4.18","312","00:30:03","146","180","2.6","162","172","7:12","6:27","3","4","0.86","7:11","241","0.0","235","276","4,874","No","00:00:03.3","6","00:29:44","00:30:03","10","13"
Corsa,2024-08-26 09:06:02,false,"Castellammare di Stabia - Base","4.01","322","00:24:59","174","199","3.2","161","237","6:14","3:57","12","--","1.00","6:11","282","0.0","268","459","4,054","No","00:00:09.7","5","00:24:42","00:32:37","-5","11"
Corsa,2024-08-08 08:08:42,false,"Castellammare di Stabia Corsa","5.01","350","00:30:23","150","171","3.0","168","187","6:04","4:31","1","11","0.98","6:12","282","0.0","272","380","5,132","No","00:00:02.3","6","00:30:00","00:35:13","10","22"
Corsa,2024-08-06 08:12:58,false,"Castellammare di Stabia Corsa","4.01","282","00:24:46","148","188","2.8","161","185","6:10","4:28","--","4","1.01","6:17","283","0.0","266","389","4,046","No","00:00:07.1","5","00:24:34","00:28:32","11","17"
Corsa,2024-08-04 07:52:03,false,"Castellammare di Stabia Corsa","2.00","140","00:12:30","146","168","2.3","155","173","6:15","4:31","--","6","1.03","6:13","282","0.0","262","405","2,006","No","00:06:01.1","2","00:12:18","00:13:50","15","23"
Corsa,2024-08-01 07:01:48,false,"Castellammare di Stabia - Soglia","5.02","361","00:29:02","157","183","3.5","171","179","5:47","5:14","4","6","1.01","5:52","290","0.0","287","338","4,942","No","00:01:02.4","7","00:29:00","00:29:02","18","22"
Corsa,2024-07-30 08:30:59,false,"Castellammare di Stabia - Soglia","1.95","135","00:11:42","147","165","2.4","165","177","6:00","5:13","1","3","1.01","6:01","291","0.0","278","337","1,950","No","00:00:19.5","4","00:11:34","00:11:42","8","12"
Corsa,2024-07-28 07:32:10,false,"Castellammare di Stabia - Base","3.00","217","00:20:21","144","162","2.5","162","199","6:47","3:59","1","4","0.91","6:51","256","0.0","246","442","3,316","No","00:00:01.2","4","00:20:02","00:20:21","9","14"
Corsa,2024-07-27 08:30:24,false,"Castellammare di Stabia Corsa","3.01","203","00:17:19","143","182","2.8","169","203","5:45","4:00","2","5","1.03","5:46","297","0.0","291","438","2,940","No","00:00:05.0","4","00:17:06","00:17:19","13","19"
Corsa,2024-07-25 07:57:39,false,"Castellammare di Stabia Corsa","4.95","361","00:32:41","150","188","3.1","161","193","6:36","3:53","1","7","0.94","6:38","269","0.0","252","419","5,342","No","00:05:36.7","5","00:32:25","00:32:41","13","22"
Corsa,2024-07-23 07:50:53,false,"Corsa","1.22","76","00:10:33","122","135","0.6","155","163","8:41","7:48","--","2","0.74","8:38","202","0.0","198","220","1,638","No","00:01:50.1","2","00:10:27","00:10:33","5","8"
Corsa,2024-07-22 07:17:59,false,"Castellammare di Stabia Corsa","5.00","380","00:34:48","151","159","2.8","162","167","6:57","6:16","5","5","0.89","7:02","241","0.0","239","286","5,638","No","00:00:03.0","6","00:34:39","00:34:48","15","19"
Corsa,2024-07-21 19:24:38,false,"Castellammare di Stabia Corsa","8.01","580","00:59:17","148","168","2.8","157","165","7:24","6:08","7","13","0.86","7:28","234","0.0","232","313","9,298","No","00:00:05.8","9","00:58:43","01:04:08","7","21"
Corsa,2024-07-20 06:57:21,false,"Castellammare di Stabia Corsa","5.01","428","00:34:30","159","173","3.3","158","165","6:53","4:47","7","2","0.92","6:19","253","0.0","249","393","5,464","No","00:00:07.8","6","00:34:10","00:34:53","7","14"
Corsa,2024-07-04 20:48:59,false,"Bath and North East Somerset - Allenamento con ripetute","1.33","86","00:06:34.2","163","191","2.2","152","204","4:57","1:46","3","4","1.33","5:56","373","0.0","326","826","1,034","No","00:01:52.2","2","00:06:17","00:06:34.2","179","182"
Corsa,2024-06-27 08:49:49,false,"Castellammare di Stabia Corsa","3.03","227","00:20:42","142","160","2.6","161","172","6:50","5:05","1","3","0.91","7:36","252","0.0","246","345","3,352","No","00:00:13.7","4","00:20:24","00:23:11","1","4"
Corsa,2024-06-26 10:27:03,false,"Castellammare di Stabia Corsa","3.01","249","00:21:48","153","178","2.7","158","165","7:15","6:17","2","6","0.87","6:50","240","0.0","237","283","3,442","No","00:00:03.3","4","00:21:45","00:23:02","10","14"
Corsa,2024-06-23 07:50:39,false,"Castellammare di Stabia - Run Walk Run®","7.84","563","00:57:02","141","173","3.0","148","167","7:16","5:23","5","8","0.93","7:37","246","0.0","226","328","8,588","No","00:00:03.6","10","00:56:54","00:57:43","9","14"
Corsa,2024-06-19 08:05:23,false,"Castellammare di Stabia Corsa","5.01","356","00:29:04","152","190","3.4","164","175","5:48","4:48","2","6","1.05","5:51","303","0.0","293","380","4,768","No","00:00:04.8","6","00:28:49","00:29:04","12","17"
Corsa,2024-06-16 08:05:40,false,"Castellammare di Stabia Corsa","8.51","525","01:37:56","102","151","2.2","97","172","11:31","5:06","37","14","0.90","11:31","135","0.0","98","355","10,830","No","00:06:49.0","9","01:36:34","01:41:31","10","35"
Corsa,2024-06-14 08:20:19,false,"Castellammare di Stabia Corsa","2.93","208","00:18:40","141","156","2.5","162","173","6:23","5:25","1","4","0.97","6:23","271","0.0","265","311","3,030","No","00:05:56.0","3","00:18:27","00:18:56","7","13"
